loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,fico_score,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,credit_age_months,term,grade,sub_grade,emp_length,home_ownership,verification_status,purpose,addr_state,target,text_prompt
40000,12.98,909.72,80000.0,23.1,0,680.0,3,22,1,19049,27.0,40,83,60,B,B5,2,MORTGAGE,Source Verified,credit_card,MI,0,"이 대출 신청자는 연소득 80,000달러이며, 재직 기간은 2년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 40,000달러, 대출 기간은 60개월이며, 적용 금리는 12.98%입니다. 매월 납입해야 하는 상환 원리금은 910달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 83개월(약 6.9년)입니다. 총 부채상환비율(DTI)은 23.10%입니다. 최근 6개월간 신용조회 건수는 3건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 22개이고, 전체 신용 한도 대비 사용률(revol_util)은 27.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
6000,10.72,195.64,72000.0,1.72,0,680.0,1,5,0,2369,16.8,6,25,36,B,B2,0,MORTGAGE,Source Verified,credit_card,CA,0,"이 대출 신청자는 연소득 72,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 6,000달러, 대출 기간은 36개월이며, 적용 금리는 10.72%입니다. 매월 납입해야 하는 상환 원리금은 196달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 25개월(약 2.1년)입니다. 총 부채상환비율(DTI)은 1.72%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 5개이고, 전체 신용 한도 대비 사용률(revol_util)은 16.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
36000,12.98,818.75,155000.0,17.17,1,680.0,1,16,0,35732,36.2,51,138,60,B,B5,1,RENT,Source Verified,debt_consolidation,TX,0,"이 대출 신청자는 연소득 155,000달러이며, 재직 기간은 1년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 36,000달러, 대출 기간은 60개월이며, 적용 금리는 12.98%입니다. 매월 납입해야 하는 상환 원리금은 819달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 138개월(약 11.5년)입니다. 총 부채상환비율(DTI)은 17.17%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 1건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 16개이고, 전체 신용 한도 대비 사용률(revol_util)은 36.20%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
12000,10.72,391.28,150000.0,38.32,1,680.0,0,23,0,90811,87.2,43,353,36,B,B2,10,MORTGAGE,Verified,debt_consolidation,MO,0,"이 대출 신청자는 연소득 150,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 12,000달러, 대출 기간은 36개월이며, 적용 금리는 10.72%입니다. 매월 납입해야 하는 상환 원리금은 391달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 353개월(약 29.4년)입니다. 총 부채상환비율(DTI)은 38.32%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 1건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 23개이고, 전체 신용 한도 대비 사용률(revol_util)은 87.20%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
4500,7.56,140.11,43000.0,21.85,0,680.0,1,6,0,3950,17.2,47,343,36,A,A3,-1,OWN,Source Verified,debt_consolidation,TN,0,"이 대출 신청자는 연소득 43,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 4,500달러, 대출 기간은 36개월이며, 적용 금리는 7.56%입니다. 매월 납입해야 하는 상환 원리금은 140달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 343개월(약 28.6년)입니다. 총 부채상환비율(DTI)은 21.85%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 17.20%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
13000,6.11,396.14,80000.0,14.19,0,680.0,0,11,1,14362,73.3,18,137,36,A,A1,7,MORTGAGE,Source Verified,credit_card,NY,0,"이 대출 신청자는 연소득 80,000달러이며, 재직 기간은 7년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 13,000달러, 대출 기간은 36개월이며, 적용 금리는 6.11%입니다. 매월 납입해야 하는 상환 원리금은 396달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 137개월(약 11.4년)입니다. 총 부채상환비율(DTI)은 14.19%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 11개이고, 전체 신용 한도 대비 사용률(revol_util)은 73.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
8000,10.33,259.38,85500.0,1.11,0,680.0,0,5,0,2850,29.4,9,265,36,B,B1,-1,MORTGAGE,Not Verified,debt_consolidation,IL,0,"이 대출 신청자는 연소득 85,500달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 8,000달러, 대출 기간은 36개월이며, 적용 금리는 10.33%입니다. 매월 납입해야 하는 상환 원리금은 259달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 265개월(약 22.1년)입니다. 총 부채상환비율(DTI)은 1.11%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 5개이고, 전체 신용 한도 대비 사용률(revol_util)은 29.40%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
33000,10.33,706.53,59800.0,0.5,0,680.0,0,2,0,482,2.1,3,223,60,B,B1,2,OWN,Not Verified,vacation,FL,0,"이 대출 신청자는 연소득 59,800달러이며, 재직 기간은 2년입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 33,000달러, 대출 기간은 60개월이며, 적용 금리는 10.33%입니다. 매월 납입해야 하는 상환 원리금은 707달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 223개월(약 18.6년)입니다. 총 부채상환비율(DTI)은 0.50%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 2개이고, 전체 신용 한도 대비 사용률(revol_util)은 2.10%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 휴가 비용입니다."
40000,10.72,1304.26,110000.0,12.78,0,680.0,0,11,1,14396,67.6,20,162,36,B,B2,10,MORTGAGE,Source Verified,debt_consolidation,NJ,0,"이 대출 신청자는 연소득 110,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 40,000달러, 대출 기간은 36개월이며, 적용 금리는 10.72%입니다. 매월 납입해야 하는 상환 원리금은 1,304달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 162개월(약 13.5년)입니다. 총 부채상환비율(DTI)은 12.78%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 11개이고, 전체 신용 한도 대비 사용률(revol_util)은 67.60%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 1건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
6000,18.94,219.76,52000.0,1.75,0,680.0,1,6,0,548,7.0,15,142,36,D,D2,0,RENT,Not Verified,credit_card,TX,1,"이 대출 신청자는 연소득 52,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 6,000달러, 대출 기간은 36개월이며, 적용 금리는 18.94%입니다. 매월 납입해야 하는 상환 원리금은 220달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 142개월(약 11.8년)입니다. 총 부채상환비율(DTI)은 1.75%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 7.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
11000,17.97,279.15,42000.0,22.6,0,680.0,0,6,0,11969,97.0,12,115,60,D,D1,4,RENT,Verified,debt_consolidation,TX,0,"이 대출 신청자는 연소득 42,000달러이며, 재직 기간은 4년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 11,000달러, 대출 기간은 60개월이며, 적용 금리는 17.97%입니다. 매월 납입해야 하는 상환 원리금은 279달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 115개월(약 9.6년)입니다. 총 부채상환비율(DTI)은 22.60%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 97.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
3000,10.72,97.82,65000.0,25.98,0,680.0,1,15,0,6359,30.3,46,268,36,B,B2,10,MORTGAGE,Not Verified,credit_card,KY,0,"이 대출 신청자는 연소득 65,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 3,000달러, 대출 기간은 36개월이며, 적용 금리는 10.72%입니다. 매월 납입해야 하는 상환 원리금은 98달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 268개월(약 22.3년)입니다. 총 부채상환비율(DTI)은 25.98%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 15개이고, 전체 신용 한도 대비 사용률(revol_util)은 30.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
20000,10.33,648.45,65000.0,7.66,0,680.0,1,6,0,2283,18.6,7,30,36,B,B1,7,RENT,Source Verified,debt_consolidation,CA,1,"이 대출 신청자는 연소득 65,000달러이며, 재직 기간은 7년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 36개월이며, 적용 금리는 10.33%입니다. 매월 납입해야 하는 상환 원리금은 648달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 30개월(약 2.5년)입니다. 총 부채상환비율(DTI)은 7.66%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 6개이고, 전체 신용 한도 대비 사용률(revol_util)은 18.60%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
16000,14.47,376.21,85000.0,21.11,0,680.0,0,11,0,10948,39.4,22,280,60,C,C2,10,MORTGAGE,Source Verified,debt_consolidation,TX,0,"이 대출 신청자는 연소득 85,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 16,000달러, 대출 기간은 60개월이며, 적용 금리는 14.47%입니다. 매월 납입해야 하는 상환 원리금은 376달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 280개월(약 23.3년)입니다. 총 부채상환비율(DTI)은 21.11%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 11개이고, 전체 신용 한도 대비 사용률(revol_util)은 39.40%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
26000,8.19,817.03,93000.0,7.21,0,680.0,1,8,0,33823,62.3,17,129,36,A,A4,10,OWN,Not Verified,credit_card,TX,0,"이 대출 신청자는 연소득 93,000달러이며, 재직 기간은 10년입니다. 주거 형태는 자가 소유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 26,000달러, 대출 기간은 36개월이며, 적용 금리는 8.19%입니다. 매월 납입해야 하는 상환 원리금은 817달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 129개월(약 10.8년)입니다. 총 부채상환비율(DTI)은 7.21%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 62.30%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
20000,10.33,428.2,95000.0,4.33,0,680.0,0,9,0,5820,28.1,21,281,60,B,B1,10,MORTGAGE,Source Verified,debt_consolidation,CA,0,"이 대출 신청자는 연소득 95,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 60개월이며, 적용 금리는 10.33%입니다. 매월 납입해야 하는 상환 원리금은 428달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 281개월(약 23.4년)입니다. 총 부채상환비율(DTI)은 4.33%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 9개이고, 전체 신용 한도 대비 사용률(revol_util)은 28.10%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
4000,8.81,126.85,95000.0,6.13,1,680.0,1,16,0,1104,4.1,27,241,36,A,A5,10,RENT,Not Verified,debt_consolidation,RI,0,"이 대출 신청자는 연소득 95,000달러이며, 재직 기간은 10년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 4,000달러, 대출 기간은 36개월이며, 적용 금리는 8.81%입니다. 매월 납입해야 하는 상환 원리금은 127달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 241개월(약 20.1년)입니다. 총 부채상환비율(DTI)은 6.13%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 1건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 16개이고, 전체 신용 한도 대비 사용률(revol_util)은 4.10%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
13250,11.8,293.41,72000.0,20.92,0,680.0,0,12,0,12798,32.6,20,139,60,B,B4,9,MORTGAGE,Source Verified,debt_consolidation,MA,0,"이 대출 신청자는 연소득 72,000달러이며, 재직 기간은 9년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Source Verified입니다. 신청한 대출 금액은 13,250달러, 대출 기간은 60개월이며, 적용 금리는 11.80%입니다. 매월 납입해야 하는 상환 원리금은 293달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 139개월(약 11.6년)입니다. 총 부채상환비율(DTI)은 20.92%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 12개이고, 전체 신용 한도 대비 사용률(revol_util)은 32.60%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
10000,11.8,331.19,51000.0,25.32,0,680.0,0,13,0,17410,45.7,30,127,36,B,B4,-1,MORTGAGE,Verified,debt_consolidation,NH,0,"이 대출 신청자는 연소득 51,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 10,000달러, 대출 기간은 36개월이며, 적용 금리는 11.80%입니다. 매월 납입해야 하는 상환 원리금은 331달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 127개월(약 10.6년)입니다. 총 부채상환비율(DTI)은 25.32%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 13개이고, 전체 신용 한도 대비 사용률(revol_util)은 45.70%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
10000,6.46,306.31,62000.0,5.42,0,680.0,0,13,0,1343,3.0,31,206,36,A,A1,10,MORTGAGE,Verified,debt_consolidation,CA,0,"이 대출 신청자는 연소득 62,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 10,000달러, 대출 기간은 36개월이며, 적용 금리는 6.46%입니다. 매월 납입해야 하는 상환 원리금은 306달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 206개월(약 17.2년)입니다. 총 부채상환비율(DTI)은 5.42%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 13개이고, 전체 신용 한도 대비 사용률(revol_util)은 3.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
20000,6.67,614.53,120000.0,8.25,0,680.0,1,8,0,967,5.5,9,229,36,A,A2,0,MORTGAGE,Not Verified,credit_card,CA,0,"이 대출 신청자는 연소득 120,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 20,000달러, 대출 기간은 36개월이며, 적용 금리는 6.67%입니다. 매월 납입해야 하는 상환 원리금은 615달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 229개월(약 19.1년)입니다. 총 부채상환비율(DTI)은 8.25%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 8개이고, 전체 신용 한도 대비 사용률(revol_util)은 5.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
19000,8.81,602.52,115000.0,4.19,0,680.0,1,14,0,22730,57.8,19,109,36,A,A5,7,MORTGAGE,Verified,credit_card,OH,0,"이 대출 신청자는 연소득 115,000달러이며, 재직 기간은 7년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 19,000달러, 대출 기간은 36개월이며, 적용 금리는 8.81%입니다. 매월 납입해야 하는 상환 원리금은 603달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 109개월(약 9.1년)입니다. 총 부채상환비율(DTI)은 4.19%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 14개이고, 전체 신용 한도 대비 사용률(revol_util)은 57.80%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
3600,18.94,131.86,100000.0,11.93,0,680.0,1,18,0,7612,39.2,29,351,36,D,D2,4,RENT,Not Verified,debt_consolidation,CA,0,"이 대출 신청자는 연소득 100,000달러이며, 재직 기간은 4년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 3,600달러, 대출 기간은 36개월이며, 적용 금리는 18.94%입니다. 매월 납입해야 하는 상환 원리금은 132달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 351개월(약 29.2년)입니다. 총 부채상환비율(DTI)은 11.93%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 18개이고, 전체 신용 한도 대비 사용률(revol_util)은 39.20%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
7500,7.56,233.51,36000.0,23.73,0,680.0,0,12,0,7320,14.2,33,488,36,A,A3,-1,MORTGAGE,Not Verified,credit_card,OH,0,"이 대출 신청자는 연소득 36,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 7,500달러, 대출 기간은 36개월이며, 적용 금리는 7.56%입니다. 매월 납입해야 하는 상환 원리금은 234달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 488개월(약 40.7년)입니다. 총 부채상환비율(DTI)은 23.73%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 12개이고, 전체 신용 한도 대비 사용률(revol_util)은 14.20%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 신용카드 대금 상환입니다."
1000,14.47,34.41,62000.0,8.89,0,680.0,1,29,0,22329,20.0,50,323,36,C,C2,10,RENT,Not Verified,other,OH,0,"이 대출 신청자는 연소득 62,000달러이며, 재직 기간은 10년입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 1,000달러, 대출 기간은 36개월이며, 적용 금리는 14.47%입니다. 매월 납입해야 하는 상환 원리금은 34달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 323개월(약 26.9년)입니다. 총 부채상환비율(DTI)은 8.89%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 29개이고, 전체 신용 한도 대비 사용률(revol_util)은 20.00%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 기타 목적입니다."
1000,23.4,38.92,34000.0,30.07,0,680.0,1,10,0,13747,52.9,19,139,36,E,E1,-1,RENT,Not Verified,debt_consolidation,NY,0,"이 대출 신청자는 연소득 34,000달러이며, 재직 기간은 1년 미만 또는 미상입니다. 주거 형태는 월세(임차)이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Not Verified입니다. 신청한 대출 금액은 1,000달러, 대출 기간은 36개월이며, 적용 금리는 23.40%입니다. 매월 납입해야 하는 상환 원리금은 39달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 139개월(약 11.6년)입니다. 총 부채상환비율(DTI)은 30.07%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 10개이고, 전체 신용 한도 대비 사용률(revol_util)은 52.90%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
2500,16.14,88.07,25000.0,30.2,0,680.0,0,9,0,2557,27.5,25,219,36,C,C4,10,MORTGAGE,Verified,debt_consolidation,FL,0,"이 대출 신청자는 연소득 25,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 2,500달러, 대출 기간은 36개월이며, 적용 금리는 16.14%입니다. 매월 납입해야 하는 상환 원리금은 88달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 219개월(약 18.2년)입니다. 총 부채상환비율(DTI)은 30.20%입니다. 최근 6개월간 신용조회 건수는 0건이고, 과거 2년간 30일 이상 연체 이력은 0건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 9개이고, 전체 신용 한도 대비 사용률(revol_util)은 27.50%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 부채 통합(대환)입니다."
8000,23.4,311.35,119000.0,40.74,10,680.0,1,13,0,50216,88.1,29,262,36,E,E1,10,MORTGAGE,Verified,major_purchase,TX,0,"이 대출 신청자는 연소득 119,000달러이며, 재직 기간은 10년입니다. 주거 형태는 주택담보대출 보유이며, 신용카드 대금 등을 검증한 결과 소득 검증 여부는 Verified입니다. 신청한 대출 금액은 8,000달러, 대출 기간은 36개월이며, 적용 금리는 23.40%입니다. 매월 납입해야 하는 상환 원리금은 311달러입니다. FICO 신용 점수는 680점이고, 총 신용 연령은 262개월(약 21.8년)입니다. 총 부채상환비율(DTI)은 40.74%입니다. 최근 6개월간 신용조회 건수는 1건이고, 과거 2년간 30일 이상 연체 이력은 10건입니다. 현재 보유하고 있는 개설된 신용계좌 수는 13개이고, 전체 신용 한도 대비 사용률(revol_util)은 88.10%입니다. 기존 대출 및 연체 등의 법적 공공기록(pub_rec) 건수는 0건입니다. 이번 대출의 신청 목적은 주요 물품 구입입니다."
